poi_id,category,name,long,lat
1370,Petrol_station,PETRONAS - Ringlet Cameron Highland - New,101.3831020000,4.4143210000
1244,Petrol_station,"PETRONAS - Temerloh (Re - Opened), Km 4, Jalan Maran",102.4210540000,3.4528660000
16393,Amusement_park,Motor racing circuit,100.5041270000,6.4705170000
2544,Celcom,Celcom Speed Line Communication,101.7213860000,3.2033390000
2320,Celcom,Celcom @ Jalan Todak 4,100.3994830000,5.3975820000
15639,Cafe,Old Town White Coffee City Mall,116.0971330000,5.9612710000
13614,Hotel,Grand Borneo Hotel,116.1292110000,6.0349160000
6073,Convenience_store,Ntya Mart Trading,101.1525860000,4.3108470000
9644,Bank,Hong Leong Islamic Bank @ Bahau,102.4011260000,2.8109900000
10877,Restaurant,Bee Gaik Dining Place,101.1192140000,4.6083600000
4389,Petrol_station,Petron,101.8620530000,3.7970310000
14830,Hotel,Hotel Raub,101.8603430000,3.7964850000
3380,Petrol_station,Shell,118.3286160000,5.0277710000
16928,Pet_store,Global Pets Sdn Bhd,103.6244559000,1.6466956000
4028,Petrol_station,Petron Lunas,100.5502970000,5.4185600000
4055,Petrol_station,Petron Jelapang,101.0596230000,4.6090590000
5329,Convenience_store,Kedai Runcit Fawwaz,103.0538960000,5.4238480000
4257,Petrol_station,Petron,101.7618840000,3.1872050000
7227,Convenience_store,Giant Supermarket Petani Parade,100.4849020000,5.6129240000
2330,Celcom,Celcom Telecentre Kulim,100.5610700000,5.3882050000
1639,Digi,Digi Specialised Store,100.3985350000,5.3975940000
3945,Petrol_station,Petron Gas Station,117.8989940000,4.2521600000
14041,Hotel,Hotel Palm Inn,100.4318380000,5.3639760000
13120,Hotel,T+ Hotel Sungai Petani,100.5122990000,5.6720600000
10808,Restaurant,Ipoh Town Kopitiam @ Jalan Kubu Miri,113.9832020000,4.3872020000
7311,Convenience_store,Giant Xtra,103.7605580000,1.5038060000
5342,Convenience_store,Daily News,103.1283990000,5.3102680000
3940,Petrol_station,Petron,101.7636660000,2.8075590000
12542,Restaurant,Dataran Plaza Raub,101.8567430000,3.7945090000
16725,Pet_store,Robin Enterprise,102.1504283000,6.0339487000
16485,Stadium,Stadium Titiwangsa,101.7065900000,3.1756700000
7315,Convenience_store,Giant Hypermarket Tampoi,103.7000720000,1.5002550000
6807,Convenience_store,PASARAYA BORONG SAKAN BUKIT GAMBIR,102.6589430000,2.2152910000
7529,Pharmacy,Watsons @ Perling Mall,103.6810370000,1.4963670000
330,Petrol_station,"PETRONAS - Taman Klang Utama, Klang",101.4269710000,3.0780240000
1341,Petrol_station,Petronas Pekan Bandar Diraja,103.3974230000,3.4906420000
10767,Restaurant,Starbucks Coffee New World Park,100.3267900000,5.4197680000
14276,Hotel,Kudat Golf and Marina Resort,116.8568190000,6.8891590000
3988,Petrol_station,Petron,100.4011670000,5.3923920000
15379,Cafe,The Place Cafe,102.2587410000,2.1849180000
10546,Restaurant,Victoria Station (Jalan Ampang),101.7290180000,3.1601980000
12419,Restaurant,Oldtown White Coffee Tesco Sg. Petani,100.5024560000,5.6613890000
2895,Petrol_station,Shell,102.2501650000,5.9599250000
9846,Bank,Ase Electronic (m) Sdn. Bhd.,100.2940750000,5.3098690000
10578,Restaurant,RYZKY RYNK CAFE,117.9347440000,4.2549650000
3782,Petrol_station,7-11 Shell Psn Senawang,101.9964450000,2.7087170000
13068,Hotel,The Roots,101.1619810000,4.6739100000
9380,Bank,Bank Rakyat Bandar Baru Nilai,101.7950270000,2.8124800000
10164,Bank,Maybank Mesra Mall,103.4484270000,4.4410010000
12519,Restaurant,Market Square - Taiping,100.7375750000,4.8540990000
9438,Bank,Syarikat Takaful Malaysia Berhad,103.3323310000,3.8113600000
12224,Restaurant,Loving Hut Sdn Bhd,101.6185420000,3.0228050000
902,Petrol_station,PETRONAS - Damansara Jaya 2 - New,101.6165530000,3.1251230000
12004,Restaurant,Opulent Court,101.9760000000,4.2104800000
9496,Bank,Maybank,116.0897500000,5.9481140000
8600,Bank,Citibank,101.6169920000,3.0252150000
3365,Petrol_station,Shell,100.2912300000,5.4014650000
9854,Bank,CIMB Bank Bandar Puteri Puchong,101.6163490000,3.0252330000
14873,Hotel,Hotel Grand Continental Kuching,110.3532500000,1.5530040000
4431,Petrol_station,Petron Ranau,116.6622770000,5.9539250000
6997,Convenience_store,Econsave Cash & Carry Sdn. Bhd.,100.2869580000,5.4037700000
11222,Restaurant,Mid Valley Seafood,113.0469050000,3.1870810000
3916,Petrol_station,Petron,101.6514940000,2.9806870000
1643,Digi,Digi - Midpoint Technology Sdn.Bhd.,100.3310430000,5.4133480000
10500,Bank,Maybank @ Lintas Square,118.0439760000,5.8441790000
5143,Petrol_station,Bhpetrol Sekinchan,101.1031410000,3.5046210000
135,Mall,1st Avenue Mall,100.3313430000,5.4132310000
9849,Bank,Hong Leong Bank Ayer Itam,100.2818650000,5.3884810000
13490,Hotel,Asia Hotel,118.3310100000,5.0245170000
14580,Hotel,New Mui Keng Hotel,103.3214630000,2.0334530000
6478,Convenience_store,Sin Nam Fatt Trading SDN BHD,110.3656580000,1.5184880000
10955,Restaurant,Danz Cafe,100.3592700000,6.1239450000
14374,Hotel,Bukit Saban Tropical Resort,111.5344580000,1.5435390000
2222,Celcom,Celcom,101.7427670000,3.0904640000
10952,Restaurant,Secret Recipe,100.3696020000,6.1180620000
16465,Amusement_park,Skytrex Langkawi Adventure Park,99.6818630000,6.3713120000
2876,Petrol_station,Shell,102.2114900000,5.7815600000
9781,Bank,Bank Islam @ Bandar Pusat Jengka,102.5450340000,3.7676710000
14901,Hotel,Budget Comfort Hostel,110.3397170000,1.5230470000
8886,Bank,Maybank,113.9865500000,4.3946300000
5781,Convenience_store,7-Eleven,103.6291050000,1.5411070000
293,Petrol_station,Petronas,101.7441320000,3.1073030000
1425,Petrol_station,PETRONAS,101.7898760000,2.9872980000
5904,Convenience_store,"7-eleven @ Pusat Komersial Semambu, Kuantan",103.3360290000,3.8493750000
14798,Hotel,Hotel Desaria,101.6257020000,3.0783140000
16818,Pet_store,Leong Ah Kee,101.0830953000,4.5929196000
12326,Restaurant,Central Cafe,103.3216600000,2.0339660000
6951,Convenience_store,Econsave Kg Baru Subang,101.5297570000,3.1379440000
3101,Petrol_station,Shell Lbr Sultanah Bahiyah (Arah Utara),100.3512550000,6.1065820000
17292,Pet_store,The Pet Family - Tesco Bukit Indah (JB),103.6632690000,1.4831360000
12697,Hotel,Genting Highlands Resort,101.7924930000,3.4234620000
5825,Convenience_store,7-Eleven,101.4583570000,3.0463320000
5029,Petrol_station,Bhpetrol Jerlun,100.3247040000,6.2374440000
2541,Celcom,Celcom Xclusive @ Bintulu Sentral ( Blue Box Enterprise S/B ),113.0603450000,3.2024870000
13166,Hotel,Kingwood Hotel (Sibu) Sdn. Bhd.,111.8324470000,2.2838170000
11108,Restaurant,Ah See Wan Tan Mee,102.9273780000,1.8501340000
9143,Bank,Hong Leong Bank Jalan Ong Kim Wee Melaka,102.2428820000,2.2015650000
3947,Petrol_station,Petron Jalan Kuhara 1 Tawau,117.8952900000,4.2482560000
6911,Convenience_store,99 Speed Mart Sdn. Bhd. @ Taman Medan,101.6354640000,3.0751720000
1441,Petrol_station,PETRONAS - Seremban 2 - New,101.9358950000,2.6939720000
16815,Pet_store,Pusat Akuarium & Haiwan Kesayangan Kia Seng,100.4830000000,5.1784900000
13413,Hotel,Homestay Bukit Gambir - Zin Homestay,102.6461540000,2.2071370000
12843,Hotel,Teratai Tenang Hotel & Homestay,103.1428450000,5.3322710000
12756,Hotel,Heritage Hotel,117.8890480000,4.2459300000
6249,Convenience_store,Man Yien Fatt Trading,101.6395230000,3.4676680000
10514,Restaurant,dr.CAFE 1 utama,101.6150700000,3.1509600000
7069,Convenience_store,Tesco Extra Seremban Jaya,101.9715430000,2.6844820000
4925,Petrol_station,Caltex Taman Kanagapuram,101.6536970000,3.0814250000
14729,Hotel,Sinaran Motel,99.8497310000,6.3241840000
14151,Hotel,Hotel Granada Johor Bahru,103.6581770000,1.4818410000
488,Petrol_station,Petronas Pokok Sena,100.4577110000,5.4856590000
9692,Bank,Affin,101.0227890000,4.0250810000
12227,Restaurant,Mcdonald's,101.7318800000,3.0813900000
16379,Amusement_park,i-City,101.4833470000,3.0659460000
7130,Convenience_store,Tesco Stores (M) Sdn. Bhd.,100.3157750000,5.3776490000
8583,Mall,The Store Jalan Sungai Limau,100.9866220000,3.6723760000
287,Airport,KLIA2,101.6848670000,2.7453120000
13919,Hotel,Ocean Inn,118.6138030000,4.4799630000
1600,Digi,Digi Specialised Store,101.6739180000,3.0859660000
7652,Pharmacy,Guardian @ Grace Plaza Tawau,117.9147870000,4.2824570000
12106,Restaurant,Sri Aman Satay Mee,111.4758230000,1.2099630000
14973,Cafe,Artisan Roast Coffee,101.6229390000,3.1540750000
17026,Pet_store,SVK Bird Shop,101.9230400000,2.7184440000
5566,Convenience_store,7-11 Taman Pelangi,100.3462970000,6.0964560000
7078,Convenience_store,Tesco Sungai Petani Selatan,100.4757930000,5.6220000000
16746,Pet_store,C.S.L Thean Yeang Aquarium Sdn. Bhd.,100.3970340000,5.4299040000
5044,Petrol_station,Bhpetrol Jalan Hang Tuah,102.2456850000,2.2061870000
2690,Celcom,Celcom (E Telecommunication) @ Jalan Raja,101.7229180000,3.0524180000
7513,Pharmacy,Watson @Tesco Cheng,102.2167810000,2.2813480000
12959,Hotel,Yeng Keng Hotel,100.3350010000,5.4191610000
2292,Celcom,celcom kok lanas,102.2415960000,5.9207800000
6132,Convenience_store,7-Eleven,101.7050780000,3.2409400000
12732,Hotel,My City Hotel Kuala Lumpur,101.6981450000,3.1417360000
834,Petrol_station,Petronas,103.7660030000,1.4708880000
6802,Convenience_store,Pasaraya Borong Sakan Sdn. Bhd.,102.2696380000,2.2079790000
17153,Pet_store,Zhen Penn Enterprise,100.4320770000,5.3072370000
10236,Bank,Bank Simpanan Nasional,103.8364690000,2.4299770000
9809,Bank,Ambank Bhd,102.3480000000,3.4853400000
5614,Convenience_store,CCK Fresh Mart Sdn. Bhd.,111.8471460000,2.2481870000
9397,Bank,Public Bank,103.3304840000,3.8100590000
2191,Maxis,Maxis Exclusive Partners (MEP),101.6083510000,3.1366790000
2136,Maxis,Maxis Mobile Sdn. Bhd.,101.6703890000,3.2361480000
9444,Bank,Eon Bank,103.3153780000,3.8174040000
1233,Petrol_station,Petronas Sungai Gau,102.5020590000,3.4729180000
15618,Cafe,Suukee Kopitiam,103.3405460000,3.8278570000
15235,Cafe,Gong Cha (Greentown),101.0931010000,4.5984120000
13055,Hotel,French Hotel,101.0834340000,4.5980200000
7728,Pharmacy,Guardian,100.7392650000,4.8505960000
4375,Petrol_station,Petron Bahau,102.3795620000,2.8068980000
1696,Digi,Digi Specialised Store,102.2508650000,2.1905950000
2664,Celcom,Celcom (Ee Hin Telecommunications Centre) @ Jalan Main Bazar,111.4675900000,1.2352260000
11050,Restaurant,Bistro Year 1673,102.2479260000,2.1954990000
2256,Celcom,Celcom @ Jalan Maxwell,101.5759380000,3.3207530000
3633,Petrol_station,Shell Jalan Bubul Semporna,118.6082830000,4.4763170000
13303,Hotel,Country Inn,103.6191090000,1.6432170000
13892,Hotel,Tong Yoon Hotel,101.2593330000,4.1979020000
4936,Petrol_station,Bhpetrol,101.6267280000,3.1130990000
377,Petrol_station,Petronas Mukim Merang,102.9627850000,5.5201520000
15900,Cafe,Secret Recipe Bayan Baru,100.2865560000,5.3266100000
17350,Pet_store,Srido Enterprise,110.3374920000,1.5490340000
8039,Pharmacy,Guardian,101.9080840000,3.5248150000
1035,Petrol_station,PETRONAS - Jalan Berunggis Tuaran - New,116.2575750000,6.1443000000
6448,Convenience_store,7-Eleven,101.6167100000,3.0259300000
9669,Bank,Agrobank Cameron Highlands,101.3759840000,4.4703360000
11458,Restaurant,Wee Kee Roasted Restaurant,116.1513180000,5.3342750000
2280,Celcom,Celcom @ Jalan Sultan Omar,103.1356440000,5.3291780000
9627,Bank,Agrobank Tangkak,102.5371490000,2.2621500000
15269,Cafe,Hainan Chicken Rice @ Kafe Desa Seraya,100.3703490000,6.1310030000
3707,Petrol_station,Shell Jalan Bendahara Ipoh,101.0786570000,4.5836830000
12354,Restaurant,"RESTORAN WADI AR RAUDHAH, SEREMBAN",101.9486830000,2.7163770000
7082,Convenience_store,Tesco Stores (Malaysia) Sdn. Bhd.,100.3126430000,5.4570940000
14351,Hotel,Iris Apartment @ Iris House Resort,101.3788690000,4.4824820000
2497,Celcom,Celcom @ Jalan Kempas,103.6554970000,1.4958320000
14851,Hotel,Orna Resort,102.3400640000,2.2694950000
17299,Pet_store,Aryan Pet Paradise,103.6689650000,1.5230318000
13550,Hotel,"The Qamar Paka, Terengganu",103.4397050000,4.6320460000
8409,Mall,Aeon,101.7338510000,3.2023340000
8106,Pharmacy,Guardian,101.5963130000,3.1560290000
4754,Petrol_station,Caltex Senggarang,103.0621640000,1.7413160000
3990,Petrol_station,Petron,100.3755600000,5.4001680000
11392,Restaurant,Fresco Restaurant & Wine Bar,116.0833920000,5.9941590000
15023,Cafe,Long Chuan Tofu,117.9048010000,4.2747140000
9487,Bank,Kuwait Finance House Kota Kinabalu,116.0776780000,5.9851890000
10107,Bank,Hong Leong Bank Bandar Sri Aman,111.4620580000,1.2365610000
10306,Bank,Alliance Bank,103.7598060000,1.4884380000
1779,Digi,Digi Sdn. Bhd.,100.7553020000,4.2940330000
1872,Maxis,Maxis,101.6257320000,3.1961560000
4914,Petrol_station,Caltex Ss 14,101.5869700000,3.0728600000
4092,Petrol_station,Petron Aman Hidup Kekal,100.5307620000,5.3529390000
7139,Convenience_store,Tesco @ TMC Mesra Mall (GXMM),103.4484180000,4.4406760000
4814,Petrol_station,Caltex Pasir Gudang Highway,103.8324190000,1.5106410000
1556,Digi,Digi,101.6773200000,3.1175300000
6954,Convenience_store,Pasaraya Econsave,101.7664430000,2.9791170000
6103,Convenience_store,TESCO,101.5981810000,3.3021830000
8045,Pharmacy,Guardian @ Jalan Tun Abdul Razak,102.3283470000,3.4861670000
14946,Hotel,Labuk Hotel,118.0416070000,5.8797530000
17073,Pet_store,Ben Hsui Chi,116.1157770000,5.9764740000
6096,Convenience_store,"7-Eleven Main Road, Batang Berjuntai",101.4056320000,3.3785720000
6801,Convenience_store,PASARAYA BORONG SAKAN BUKIT PIATU,102.2695730000,2.2078840000
6215,Convenience_store,7-11 Taman Tampoi Utama,103.6859750000,1.5025600000
16142,Cafe,pick-me-up,101.6877370000,3.0897360000
8412,Mall,Aeon Big Jalan Peel,101.7218500000,3.1304300000
2922,Petrol_station,Shell Pasir Mas,102.1476590000,6.0453200000
984,Petrol_station,"PETRONAS - Mukim Kuala Paka, Dungun",103.4246540000,4.6256810000
3395,Petrol_station,Shell,101.9381780000,2.7376020000
4358,Petrol_station,Petron,101.4473330000,3.0527220000
14775,Hotel,Tune Hotel - Kota Damansara,101.5902110000,3.1539810000
16264,Cafe,Armenian House,100.3374890000,5.4152100000
6467,Convenience_store,7-Eleven,102.3231140000,2.1618320000
13114,Hotel,GM Hotel,100.4292690000,6.4432430000
14048,Hotel,Sri Indar Hotel,100.4509660000,5.3645340000
4361,Petrol_station,Petron,101.4728160000,3.0678380000
3049,Petrol_station,Shell,100.9885460000,4.4183480000
3789,Petrol_station,Shell Senggarang,103.0579130000,1.7467940000
16024,Cafe,Ipoh Old Town White Coffee,101.0762720000,4.5979170000
7432,Convenience_store,Giant @ Jalan Ismail,103.8385950000,2.4300580000
11428,Restaurant,Restoran Malaysia,115.7402370000,5.3454020000
10315,Bank,CIMB Bank Taman Ungku Tun Aminah,103.6642850000,1.5229530000
5060,Petrol_station,Bhpetrol Yong Peng,103.0632040000,2.0108280000
16821,Pet_store,Eagle Fighting Fish,101.0735630000,4.5960580000
11683,Restaurant,Restoran Pan Heong,101.6737290000,3.2335090000
2778,Petrol_station,Shell,101.6111610000,3.0949400000
1542,Petrol_station,Petronas Jalan Bokara Sandakan,118.0784110000,5.8150990000
1622,Digi,Digi Store,100.3097170000,5.4326540000
6753,Convenience_store,My Mart Mydin Sdn Bhd,101.7316250000,3.1298500000
258,KTM,KTM Sentul station,101.6889380000,3.1838800000
10893,Restaurant,Kenny Rogers Roasters,101.1189400000,4.6139700000
7592,Pharmacy,Guardian,101.7371700000,3.0813800000
6973,Convenience_store,Econsave Kampung Padang Jawa,101.4877170000,3.0130490000
6062,Convenience_store,Thong Meng Kedai Barang2 Dagangan,101.1521680000,4.3152630000
5366,Convenience_store,"7-eleven @ Jalan Jedok, Tanah Merah",102.1314600000,5.8119360000
4238,Petrol_station,Petron Jalan Dewata,103.7492330000,1.5025580000
6253,Convenience_store,Weng Soon,101.0743370000,4.5475920000
6186,Convenience_store,"7-Eleven Jln Anggerik Doritis, Kota Kemuning",101.5403140000,2.9855630000
8554,Mall,The Store (Jalan Payamas),102.5411640000,2.2719360000
12717,Hotel,Royale Bintang Hotel,101.7083410000,3.1441740000
16857,Pet_store,Fish Home Aquarium,100.3639127000,6.0969311000
12922,Hotel,DELIMA INN,102.2495300000,6.1150500000
9116,Bank,UOB,102.5855440000,2.0484610000
130,Mall,Gurney Plaza,100.3100000000,5.4382830000
16218,Cafe,Grazia Cafe,103.6687230000,1.5150070000
13342,Hotel,Hotel Comfort Inn Kluang,103.3213920000,2.0210130000
210,Mall,Subang Parade,101.5854480000,3.0821190000
8672,Bank,Bank Simpanan Nasional Tawau,117.8930740000,4.2442520000
8379,Electronics_store,ESH Electrical Sdn Bhd,101.6672960000,3.1434300000
3319,Petrol_station,Shell Permas Jaya Bridge,103.7899050000,1.4977150000
10132,Bank,Bank Simpanan Nasional Sabak Bernam,100.9820440000,3.7681000000
12205,Restaurant,Restoran Malaysia,103.4281160000,4.2314260000
7268,Convenience_store,Giant @ Lorong Ling Kai Cheng 12A,111.8515620000,2.3223760000
6934,Convenience_store,Econsave,101.4192690000,2.9955310000
12648,Restaurant,Sri Rimbawan Restaurant,118.0463170000,5.8819080000
196,Mall,Bangsar Village II,101.6713640000,3.1306920000
17291,Pet_store,S. B. Pet Trading,103.5213199000,1.5144400000
16104,Cafe,Almarzouq Cafe,100.8694750000,3.8897630000
17257,Pet_store,Mesra Pet Shop,101.4893170000,3.0769450000
15000,Cafe,Pickle & Fig TTDI,101.6283870000,3.1402100000
12301,Restaurant,Medan Selera Wawasan,103.8392040000,2.4166140000
4463,Petrol_station,Caltex,101.7206450000,3.1573220000
2949,Petrol_station,Shell,100.5544630000,5.3829260000
6274,Convenience_store,7-11 Taman Guru,103.2696820000,3.7759610000
6843,Convenience_store,Pasaraya Borong Sakan Sdn Bhd,101.3971020000,3.8395420000
16759,Pet_store,1 St Choice Nutrition,100.3275170000,5.4196240000
12087,Restaurant,Wawa Ice Cream,102.2399060000,6.1172140000
3712,Petrol_station,Soon Seng Shell Service Station,101.0615360000,4.5926180000
5509,Convenience_store,7-11 Taman Meru 3c,101.0711280000,4.6606710000
15452,Cafe,Plaza Angsana,103.7061690000,1.4955070000
8577,Mall,The Store,103.3299070000,3.8160620000
10038,Bank,Maybank,103.2942600000,3.8347900000
15007,Cafe,First World Caf,101.7943760000,3.4255100000
947,Petrol_station,Petronas Unikeb Bangi 2,101.7791980000,2.9574050000
6257,Convenience_store,7-11 Jalan Pengkalan Barat Ipoh,101.0746070000,4.5540190000
1406,Petrol_station,Petronas @ Mukim Tanjung Minyak,102.1934020000,2.2601970000
3912,Petrol_station,Petron,101.7034600000,3.0750700000
638,Petrol_station,PETRONAS - Pengkalan Kundor 2 (Tandop),100.3834790000,6.0631290000
13154,Hotel,Alor Setar CT Homestay,100.3762160000,6.1310490000
4080,Petrol_station,Petron Lebuhraya Sultan Abd Halim Alor Setar,100.3638840000,6.0948540000
12374,Restaurant,Regent Restaurant,101.9208980000,2.7196270000
11211,Restaurant,KFC @ Bintulu 2,113.0901110000,3.1905700000
9850,Bank,Standard Chartered Jalan Ipoh Branch,101.6968310000,3.1687840000
5524,Convenience_store,7-11 Greentown Ipoh,101.0955040000,4.5991380000
13011,Hotel,Raja Inn,113.9913380000,4.3948300000
10508,Bank,Bank Simpanan Nasional (BSN) @ Sandakan,118.0847240000,5.8578120000
7112,Convenience_store,Tesco Stores (Malaysia) Sdn. Bhd.,103.5996550000,1.6633390000
14076,Hotel,Regency Hotel,101.6990590000,3.1636340000
13287,Hotel,Pelican Hotel,102.9269660000,1.8587080000
8506,Mall,Aeon Fantasy (M) Sdn. Bhd.,103.7629950000,1.4624490000
8025,Pharmacy,Guardian,101.1517570000,4.3131860000
2308,Celcom,Celcom Blue Cube Outlet,101.9736280000,6.0202680000
8305,Electronics_store,Senheng Electric (KL) Sdn Bhd,101.9146410000,2.7123880000
1095,Petrol_station,Petronas Tangkak,102.5367880000,2.2614970000
10093,Bank,Eon Bank Berhad,111.4619070000,1.2373980000
10798,Restaurant,"GREEN MATRIX CAR RENTAL (MIRI) SARAWAK, MALAYSIA",113.9823720000,4.3735280000
11357,Restaurant,A&W,103.4202940000,4.2286930000
8571,Mall,The Store,103.7678610000,1.4925940000
357,Petrol_station,Petronas Jalan Chong Thien Vun Tawau,117.9075080000,4.2597340000
11551,Restaurant,Pizza Hut Bahau,102.4009160000,2.8109480000
2173,Maxis,Maxis Takacom Cellular Sdn Bhd,101.6160260000,3.0350910000
3948,Petrol_station,Petron Taman Berkerly,117.8988010000,4.2519830000
14480,Hotel,Impian Court,103.4089530000,4.1589490000
5552,Convenience_store,"7-eleven @ Bangunan Peruda, Kuala Kedah",100.2905520000,6.1057140000
11798,Restaurant,Nasi Kandar Pelita,100.5563380000,5.3690200000
3172,Petrol_station,Shell,102.2821000000,2.3133510000
5217,Petrol_station,BHP Sungai Tekam Utara,102.5924080000,3.8918110000
5847,Convenience_store,7-11 Klia Kuarters,101.7624320000,2.7709840000
2775,Petrol_station,Shell,101.7050260000,3.1496060000
10676,Restaurant,Kfc Pasir Puteh,102.4095490000,5.8355340000
13811,Hotel,Hotel Langkasuka Langkawi,99.8380740000,6.3274440000
11410,Restaurant,Runway Cafe,116.0559650000,5.9520260000
5865,Convenience_store,"7-eleven @ Jalan Mutiara 5, Dengkil",101.6751870000,2.8645320000
517,Petrol_station,Petronas Tobiar,100.5149460000,6.0717140000
7637,Pharmacy,Guardian,101.6177070000,3.0258010000
3732,Petrol_station,Shell Peramu,103.3854050000,3.5361550000
8545,Mall,The Store Taiping Jalan Kota,100.7446130000,4.8479710000
3813,Petrol_station,Shell,110.3498300000,1.5072400000
5164,Petrol_station,Bhpetrol Jalan Sungai Rasau Klang,101.4804450000,3.0586820000
10853,Restaurant,ASSAM HOUSE Restaurant (1991) Sdn. Bhd.,101.1103780000,4.5745430000
13758,Hotel,Hotel Ksj Bahau,102.4006460000,2.8109100000
7439,Convenience_store,Giant Supermarket Kelana Jaya,101.6001680000,3.1053630000
13302,Hotel,Homestay Parit Raja,103.0707250000,1.8496730000
10085,Bank,Maybank,100.9823090000,3.7664800000
5084,Petrol_station,Bhpetrol Permas Jaya,103.8130650000,1.4945090000
3082,Petrol_station,Shell,100.3991580000,5.9779510000
10682,Restaurant,Meena Curry House,102.2355680000,6.1253950000
8216,Electronics_store,Senheng Electric (M) Sdn. Bhd.,100.3066910000,5.3337560000
11607,Restaurant,Restoran 77 Bakuteh,100.6751910000,4.2064150000
5101,Petrol_station,Bhpetrol Bandar Baru Nilai,101.8031540000,2.8078950000
5697,Convenience_store,"7-eleven @ Jalan Syed Abd Hamid Sagoff, Kluang",103.3208160000,2.0348590000
3144,Petrol_station,Shell Pekan Sarekei,111.5219180000,2.1305730000
9141,Bank,CIMB Bank Air Keroh,102.2864810000,2.2587330000
10688,Restaurant,Cheng Mai Restoran ,102.2028920000,6.1214390000
12780,Hotel,Kingstone Executive Hotel,117.8899410000,4.2464140000
10006,Bank,Affin Bank Berhad @ Pahang,102.5491960000,3.7693680000
7203,Convenience_store,Giant Superstore Bandar Baru Nilai,101.7911730000,2.8120500000
2908,Petrol_station,Shell Malaysia Trading Sdn. Bhd. (6087-M),102.2361080000,6.1325760000
7088,Convenience_store,Tesco @ Tesco Extra Ipoh,101.1174340000,4.6265600000
13822,Hotel,Cosy Inn,99.8512170000,6.3174840000
6773,Convenience_store,Mydin Taman Sri Manja,101.6469240000,3.0752130000
10237,Bank,Bank Pembangunan & Infrastruktur Malaysia Bhd ( 10 ),103.4251630000,2.1307470000
9046,Bank,RHB,100.5151400000,5.6966500000
4969,Petrol_station,Bhpetrol Taman Sri Segambut,101.6552780000,3.1965980000
1734,Digi,First Mobile (digi),103.8148100000,1.5221300000
2823,Petrol_station,Shell,101.6072290000,3.1942910000
14811,Hotel,Ryokan Muntri Boutique Hostel,100.3359440000,5.4199520000
4610,Petrol_station,Caltex Jalan Tunku Putra Kulim,100.5540830000,5.3758750000
12472,Restaurant,Pekin Restaurant,103.6707940000,1.5175930000
10304,Bank,Atm - Cimb Bank Petronas Skudai Highway Drive Thru,103.6779030000,1.5238250000
15069,Cafe,Coffee Station Sdn. Bhd.,102.2423730000,6.1152690000
6715,Convenience_store,Mydin Wholesale Emporium @ Kuala Terengganu,103.1366580000,5.3348540000
10607,Restaurant,KFC,103.0214860000,5.0738500000
8780,Bank,Atm - Bank Islam Hospital Kota Bharu,102.2467930000,6.1236670000
9756,Bank,Eon Bank,101.5186460000,3.6813060000
9491,Bank,EON Bank Api Api,116.0699250000,5.9757270000
451,Petrol_station,Petronas Tok Kenali,102.2840500000,6.0844360000
16660,Pet_store,LeToro Grooming,101.6451210000,3.0610030000
9847,Bank,Alliance Bank @ Bandar Baru Air Itam,100.2837050000,5.3881840000
14648,Hotel,E-Hotel,101.8576470000,2.4738220000
14597,Hotel,R & R Homestay,103.4093530000,4.7669050000
136,Mall,Komtar,100.3293170000,5.4148610000
7985,Pharmacy,Guardian,116.0963630000,5.9616920000
12483,Restaurant,Foos Steak House Sdn Bhd,100.6736890000,4.2066610000
1070,Petrol_station,Petronas Jalan Genuang Segamat,102.8443870000,2.4910510000
16801,Pet_store,Hup Soon Wholeasales Sdn Bhd,101.1085510000,4.6548440000
5569,Convenience_store,"7-eleven @ Kompleks Perniagaan, Sultan Abdul Hamid",100.3614510000,6.1095390000
15182,Cafe,Route 66 Caf,114.0079710000,4.4732790000
8231,Electronics_store,Senheng Electric @ Jalan Silibin,101.0577150000,4.6107760000
11466,Restaurant,KFC @ Beaufort,115.7273120000,5.3474930000
12327,Restaurant,Belisinnie Fast Food,103.3014390000,2.0170510000
16369,Amusement_park,Amphitheathre,101.6053900000,3.0684600000
13590,Hotel,Greenleaf Hotel,103.3219620000,3.8096880000
8755,Bank,Bank Islam Malaysia Berhad,103.1391370000,5.3290040000
10683,Restaurant,Kfc Tesco Kota Bharu,102.2316220000,6.1145410000
6498,Convenience_store,HAK SEN HUAT,110.3346420000,1.5509670000
3896,Petrol_station,Petron,101.7745030000,3.0124480000
6065,Convenience_store,Kedai Runcit L. G. Ameertan,101.1524700000,4.3119170000
16812,Pet_store,Pets Forest Retail And Grooming Centre,101.1276309000,4.6328243000
12829,Hotel,Redang Pelangi Reservation Office,103.1378700000,5.3321190000
10400,Bank,Cimb Bank Twin Towers Kuching,110.3408100000,1.5236010000
180,Mall,The Mines,101.7182270000,3.0279190000
8290,Electronics_store,SenHeng Electric Sdn. Bhd.,113.0385860000,3.1842110000
5702,Convenience_store,"7-eleven @ Kulai Besar, Kulai Jaya",103.6097750000,1.6549720000
10875,Restaurant,Waraku Japanese Restaurant,101.1229920000,4.6149930000
2221,Celcom,Celcom,101.7137170000,3.1219750000
12764,Hotel,Hotel Tawau,117.8840740000,4.2446310000
2312,Celcom,Celcom (Fazzi Telecommunication Centre) @ Jalan Klinik,102.4055550000,5.8375580000
